county,percentage w internet,matched edu,matched population,matched temp,matched humidity,matched emissions
"Lyon County, Nevada",78.4,9.4,59235,34.6,51.5,17
"Mineral County, Nevada",70.3,10.4,4554,34.9,51.5,17
"Nye County, Nevada",72,8.4,51591,36.6,51.5,17
"Pershing County, Nevada",67.5,8,6650,32.6,51.5,17
"Storey County, Nevada",86.9,24.8,4104,34.7,51.5,17
"Washoe County, Nevada",82.9,21,486492,32.4,51.5,17
"White Pine County, Nevada",67.1,10.1,9080,29.8,51.5,17
"Carson City, Nevada",78.6,15.5,58639,35.2,51.5,17
"Belknap County, New Hampshire",82.1,22.7,63705,41.1,68.5,3
"Carroll County, New Hampshire",84,28.1,50107,40.2,68.5,3
"Cheshire County, New Hampshire",80.6,23.6,76458,40,68.5,3
"Coos County, New Hampshire",76,15.3,31268,36,68.5,3
"Grafton County, New Hampshire",83.5,29.5,91118,38.1,68.5,3
"Hillsborough County, New Hampshire",84.6,26.9,422937,42,68.5,3
"Merrimack County, New Hampshire",83.8,25.1,153808,41.1,68.5,3
"Rockingham County, New Hampshire",88.1,30,314176,43.2,68.5,3
"Strafford County, New Hampshire",85,23.1,130889,41.8,68.5,3
"Sullivan County, New Hampshire",79.9,22.2,43063,39.7,68.5,3
"Atlantic County, New Jersey",78.2,20.1,263670,49.4,71,20
"Bergen County, New Jersey",86.2,35.8,932202,47.1,71,20
"Burlington County, New Jersey",85.6,27.3,445349,48.5,71,20
"Camden County, New Jersey",78.7,22.3,506471,48.6,71,20
"Cape May County, New Jersey",82.2,25.5,92039,50.6,71,20
"Cumberland County, New Jersey",70.2,11.3,149527,49.4,71,20
"Essex County, New Jersey",73.9,24.4,798975,47.2,71,20
"Gloucester County, New Jersey",85.2,23.4,291636,49.1,71,20
"Hudson County, New Jersey",80,31.5,672391,49.2,71,20
"Hunterdon County, New Jersey",89.9,38.9,124371,45.6,71,20
"Mercer County, New Jersey",79.9,29.4,367430,47.5,71,20
"Middlesex County, New Jersey",84.3,30.6,825062,48.1,71,20
"Monmouth County, New Jersey",85.9,33.4,618795,48.4,71,20
"Morris County, New Jersey",88.8,38.9,491845,44.6,71,20
"Ocean County, New Jersey",81.3,21.3,607186,48.7,71,20
"Passaic County, New Jersey",76,19.7,501826,44.9,71,20
"Salem County, New Jersey",75,15.3,62385,49.4,71,20
"Somerset County, New Jersey",90.2,39,328934,46.7,71,20
"Sussex County, New Jersey",87.7,26.5,140488,42.9,71,20
"Union County, New Jersey",79.6,25.2,556341,47.9,71,20
"Warren County, New Jersey",81.8,24.9,105267,44.1,71,20
"Bernalillo County, New Mexico",77.2,24.5,676444,39.1,44.5,26
"Catron County, New Mexico",71.1,13.3,3579,35.8,44.5,26
"Chaves County, New Mexico",64.7,11.2,65157,45.9,44.5,26
"Cibola County, New Mexico",57.9,11.6,27172,35.1,44.5,26
"Colfax County, New Mexico",62.4,15.8,12387,34.4,44.5,26
"Curry County, New Mexico",70.4,12.7,48430,44,44.5,26
"De Baca County, New Mexico",62.6,7.4,1698,45,44.5,26
"Doña Ana County, New Mexico",71,17.8,219561,65.2,44.5,26.00
"Eddy County, New Mexico",68.4,10.3,62314,48.2,44.5,26
"Grant County, New Mexico",67.5,18.1,28185,42.8,44.5,26
"Guadalupe County, New Mexico",38.4,6.6,4452,41.9,44.5,26
"Harding County, New Mexico",56.3,12.2,657,40.6,44.5,26
"Hidalgo County, New Mexico",60,14.4,4178,45.4,44.5,26
"Lea County, New Mexico",63.4,8.3,74455,46.9,44.5,26
"Lincoln County, New Mexico",70.7,18.4,20269,41.2,44.5,26
"Los Alamos County, New Mexico",90.6,46.9,19419,34.4,44.5,26
"Luna County, New Mexico",46.6,7.9,25427,46.8,44.5,26
"McKinley County, New Mexico",45.1,7,72902,34.9,44.5,26
"Mora County, New Mexico",34.4,15,4189,35.6,44.5,26
"Otero County, New Mexico",74.9,12.3,67839,45,44.5,26
"Quay County, New Mexico",60.2,10.6,8746,44.7,44.5,26
"Rio Arriba County, New Mexico",55.8,12.2,40363,33,44.5,26
"Roosevelt County, New Mexico",70.8,12.4,19191,44.8,44.5,26
"Sandoval County, New Mexico",80.8,20.8,148834,36.7,44.5,26
"San Juan County, New Mexico",64.7,10.3,121661,36,44.5,26
"San Miguel County, New Mexico",59.9,16,27201,40.1,44.5,26
"Santa Fe County, New Mexico",79.1,29.5,154823,35.9,44.5,26
"Sierra County, New Mexico",61.6,16.7,11576,43.8,44.5,26
"Socorro County, New Mexico",62.5,14.4,16595,40.4,44.5,26
"Taos County, New Mexico",75.2,23.2,34489,31,44.5,26
"Torrance County, New Mexico",63.3,11,15045,36.7,44.5,26
"Union County, New Mexico",55.9,9.1,4079,37.3,44.5,26
"Valencia County, New Mexico",68.1,13.5,76205,40.5,44.5,26
"Albany County, New York",80.5,29.2,305506,43.2,71.5,38
"Allegany County, New York",72.6,14.8,46091,40.7,71.5,38
"Bronx County, New York",64.7,13.3,1418207,49.8,71.5,38
"Broome County, New York",76.9,19.3,190488,41.1,71.5,38
"Cattaraugus County, New York",67.3,13.8,76117,40.9,71.5,38
"Cayuga County, New York",73.1,16,76576,43.4,71.5,38
"Chautauqua County, New York",72.2,16.2,126903,42.2,71.5,38
"Chemung County, New York",74.3,16.7,83456,41.4,71.5,38
"Chenango County, New York",72.3,13.7,47207,40.5,71.5,38
"Clinton County, New York",79.2,16.8,80485,39.4,71.5,38
"Columbia County, New York",78.4,25.9,59461,43.7,71.5,38
"Cortland County, New York",80.2,16.9,47581,40.7,71.5,38
"Delaware County, New York",73.3,16.5,44135,39.2,71.5,38
"Dutchess County, New York",83.1,25.6,294218,43.8,71.5,38
"Erie County, New York",75.4,24.8,918702,42.4,71.5,38
"Essex County, New York",78.7,23.2,36885,37.2,71.5,38
"Franklin County, New York",70.2,14.7,50022,37.3,71.5,38
"Fulton County, New York",64.1,13.2,53383,40.2,71.5,38
"Genesee County, New York",75.8,15.8,57280,42.1,71.5,38
"Greene County, New York",72.5,18,47188,41.4,71.5,38
"Hamilton County, New York",57.6,15.7,4416,36.7,71.5,38
"Herkimer County, New York",74,15.1,61319,38.5,71.5,38
"Jefferson County, New York",78.1,14.5,109834,40.8,71.5,38
"Kings County, New York",77,27,2559903,50.1,71.5,38
"Lewis County, New York",74.4,12.8,26296,38.6,71.5,38
"Livingston County, New York",79.9,18.6,62914,42.7,71.5,38
"Madison County, New York",78.5,18,70941,41,71.5,38
"Monroe County, New York",77.9,27.2,741770,43.3,71.5,38
"Montgomery County, New York",68.9,13,49221,42.1,71.5,38
"Nassau County, New York",86.6,32.6,1356924,49.5,71.5,38
"New York County, New York",83.2,47.7,1628706,49.8,71.5,38
"Niagara County, New York",75.1,18.5,209281,42.4,71.5,38
"Oneida County, New York",74.7,18.5,228671,40.8,71.5,38
"Onondaga County, New York",78.3,24.8,460528,43.1,71.5,38
"Ontario County, New York",81.5,25.4,109777,42.9,71.5,38
"Orange County, New York",78.7,19.6,384940,43.2,71.5,38
"Orleans County, New York",71.9,12,40352,42.4,71.5,38
"Oswego County, New York",77.3,13.7,117124,42.5,71.5,38
"Otsego County, New York",76.6,22.5,59493,39.9,71.5,38
"Putnam County, New York",87.6,29.4,98320,44.7,71.5,38
"Queens County, New York",77.9,24.4,2253858,49.9,71.5,38
"Rensselaer County, New York",79.4,23.9,158714,42.8,71.5,38
"Richmond County, New York",80.9,24.2,476143,49.4,71.5,38
"Rockland County, New York",81.2,26.2,325789,46,71.5,38
"St. Lawrence County, New York",72.6,15.7,107740,39,71.5,38
"Saratoga County, New York",84.5,30.1,229863,41.8,71.5,38
"Schenectady County, New York",77.3,22.2,155299,42.8,71.5,38
"Schoharie County, New York",71.6,17,30999,40.6,71.5,38
"Schuyler County, New York",75.8,17.2,17807,41.8,71.5,38
"Seneca County, New York",74.7,15.5,34016,43.9,71.5,38
"Steuben County, New York",75.2,17.5,95379,41.2,71.5,38
"Suffolk County, New York",86.1,26.1,1476601,48.2,71.5,38
"Sullivan County, New York",76.2,18.8,75432,40.3,71.5,38
"Tioga County, New York",80.1,18.8,48203,41.2,71.5,38
"Tompkins County, New York",86.1,31.2,102180,41.9,71.5,38
"Ulster County, New York",80.5,24.4,177573,41.7,71.5,38
"Warren County, New York",78.5,24.2,63944,39.1,71.5,38
"Washington County, New York",72.9,14.8,61204,41.4,71.5,38
"Wayne County, New York",77.1,16.9,89918,43.8,71.5,38
"Westchester County, New York",82.6,34.5,967506,46.9,71.5,38
"Wyoming County, New York",74,13.3,39859,41,71.5,38
"Yates County, New York",69.9,16.3,24913,42.8,71.5,38
"Alamance County, North Carolina",73.3,16.7,169509,52.7,67.5,50
"Alexander County, North Carolina",70.5,10.2,37497,51,67.5,50
"Alleghany County, North Carolina",64.1,16.2,10939,45.8,67.5,50
"Anson County, North Carolina",60.3,7.5,26161,56.3,67.5,50
"Ashe County, North Carolina",70.8,15.2,27151,43.6,67.5,50
"Avery County, North Carolina",67.3,17.9,17713,43.7,67.5,50
"Beaufort County, North Carolina",69.8,15.1,46994,57.2,67.5,50
"Bertie County, North Carolina",57.6,10.2,20344,55.1,67.5,50
"Bladen County, North Carolina",63.2,12.5,34843,57.4,67.5,50
"Brunswick County, North Carolina",81.4,22.5,142820,59.1,67.5,50
"Buncombe County, North Carolina",75.4,30.4,261191,46.6,67.5,50
"Burke County, North Carolina",65.6,12.2,90485,50.1,67.5,50
"Cabarrus County, North Carolina",83.2,21.8,216453,54.1,67.5,50
"Caldwell County, North Carolina",67.4,11.4,82178,49.5,67.5,50
"Camden County, North Carolina",81.4,15,10187,55.4,67.5,50
"Carteret County, North Carolina",80.9,21.6,69743,59.5,67.5,50
"Caswell County, North Carolina",63.6,11.3,23190,51.4,67.5,50
"Catawba County, North Carolina",71.9,15.9,159551,51.8,67.5,50
"Chatham County, North Carolina",79.7,31.6,74470,53.8,67.5,50
"Cherokee County, North Carolina",72.2,17.7,27218,48.6,67.5,50
"Chowan County, North Carolina",60,15.7,14726,55.8,67.5,50
"Clay County, North Carolina",63,22.2,10584,47.8,67.5,50
"Cleveland County, North Carolina",66.6,13.4,97947,52,67.5,50
"Columbus County, North Carolina",59.1,9.1,55508,57.9,67.5,50
"Craven County, North Carolina",74.4,16.5,102139,57.9,67.5,50
"Cumberland County, North Carolina",76.1,15.9,335509,56.5,67.5,50
"Currituck County, North Carolina",81.3,20.1,24396,56,67.5,50
"Dare County, North Carolina",85.2,30.1,35019,58,67.5,50
"Davidson County, North Carolina",73.8,13.3,167609,52.5,67.5,50
"Davie County, North Carolina",77,17.3,42846,52,67.5,50
"Duplin County, North Carolina",60.1,9.9,58741,57,67.5,50
"Durham County, North Carolina",82.8,33.7,321488,53.5,67.5,50
"Edgecombe County, North Carolina",57.2,11.4,51472,54.9,67.5,50
"Forsyth County, North Carolina",76.8,22.6,382295,51.5,67.5,50
"Franklin County, North Carolina",71.4,14.4,69685,53.6,67.5,50
"Gaston County, North Carolina",72.1,15.1,224529,53.4,67.5,50
"Gates County, North Carolina",72.7,9,11650,54.5,67.5,50
"Graham County, North Carolina",60,9.4,8736,47.1,67.5,50
"Granville County, North Carolina",74.6,16.7,60443,52.3,67.5,50
"Greene County, North Carolina",61.1,7.4,21232,56.2,67.5,50
"Guilford County, North Carolina",77.7,24.3,537174,51.9,67.5,50
"Halifax County, North Carolina",56.8,10.6,50010,53.7,67.5,50
"Harnett County, North Carolina",77.3,14.2,135976,55.1,67.5,50
"Haywood County, North Carolina",66.9,20.8,62317,43.3,67.5,50
"Henderson County, North Carolina",77.5,23.3,117417,46.9,67.5,50
"Hertford County, North Carolina",63.4,10.9,24431,54.6,67.5,50
"Hoke County, North Carolina",75,11.7,55234,56.4,67.5,50
"Hyde County, North Carolina",59.9,7,5721,58,67.5,50
"Iredell County, North Carolina",78.6,20.2,181806,52,67.5,50
"Jackson County, North Carolina",70.1,18.1,43938,44.9,67.5,50
"Johnston County, North Carolina",79.2,15.5,209339,55.4,67.5,50
"Jones County, North Carolina",59.7,10,10215,57.5,67.5,50
"Lee County, North Carolina",74,13.7,61779,54.3,67.5,50
"Lenoir County, North Carolina",62.7,10.9,55949,56.7,67.5,50
"Lincoln County, North Carolina",74.9,16.3,86111,52.4,67.5,50
"McDowell County, North Carolina",67.4,13.4,45756,49.8,67.5,50
"Macon County, North Carolina",67.9,18.8,33857,46.8,67.5,50
"Madison County, North Carolina",66.9,22.3,21022,47.8,67.5,50
"Martin County, North Carolina",66.1,10.5,23699,55.5,67.5,50
"Mecklenburg County, North Carolina",83.8,30.5,1110356,54.2,67.5,50
"Mitchell County, North Carolina",66.4,16.1,15328,45.3,67.5,50
"Montgomery County, North Carolina",61.6,11.3,27571,55.2,67.5,50
"Moore County, North Carolina",79.7,27.6,100880,55.3,67.5,50
"Nash County, North Carolina",69,14.7,94298,54.4,67.5,50
"New Hanover County, North Carolina",84,28.7,234473,59.6,67.5,50
"Northampton County, North Carolina",55.8,10.9,20839,53.8,67.5,50
"Onslow County, North Carolina",82.9,12.7,197938,58.4,67.5,50
"Orange County, North Carolina",88.3,37.4,148476,52.9,67.5,50
"Pamlico County, North Carolina",72.3,16.6,12953,58.6,67.5,50
"Pasquotank County, North Carolina",71,15.9,39824,55.6,67.5,50
"Pender County, North Carolina",76.6,20,63060,58.3,67.5,50
"Perquimans County, North Carolina",70.1,14.6,13601,55.6,67.5,50
"Person County, North Carolina",72,11.3,39490,51.5,67.5,50
"Pitt County, North Carolina",76.4,19.6,180742,56.1,67.5,50
"Polk County, North Carolina",75.4,25.8,20411,50.6,67.5,50
"Randolph County, North Carolina",70.5,11.2,143667,53.3,67.5,50
"Richmond County, North Carolina",63.9,12.1,44829,56.7,67.5,50
"Robeson County, North Carolina",54.6,9.2,130625,57.4,67.5,50
"Rockingham County, North Carolina",65.2,11,91010,51.2,67.5,50
"Rowan County, North Carolina",70.1,13.6,142088,52.8,67.5,50
"Rutherford County, North Carolina",67.5,13.8,67029,51.3,67.5,50
"Sampson County, North Carolina",63.3,9.7,63531,56.5,67.5,50
"Scotland County, North Carolina",56,10.2,36025,57.1,67.5,50
"Stanly County, North Carolina",70.9,12.2,62806,54.9,67.5,50
"Stokes County, North Carolina",69.6,9.9,45591,50.4,67.5,50
"Surry County, North Carolina",66.2,12.7,71783,50,67.5,50
"Swain County, North Carolina",61.2,14.4,14058,45.1,67.5,50
"Transylvania County, North Carolina",72.5,26.8,32903,46.1,67.5,50
"Tyrrell County, North Carolina",62.7,7.8,4109,57.1,67.5,50
"Union County, North Carolina",83.3,22.7,239859,54.9,67.5,50
"Vance County, North Carolina",62.1,11.9,44535,52.4,67.5,50
"Wake County, North Carolina",88.3,35.5,1111761,54.4,67.5,50
"Warren County, North Carolina",59.1,10.8,20575,52.7,67.5,50
"Washington County, North Carolina",49.6,8.3,12722,56.3,67.5,50
"Watauga County, North Carolina",82.3,24.9,56177,44,67.5,50
"Wayne County, North Carolina",69.8,13.3,123131,56.2,67.5,50
"Wilkes County, North Carolina",70.1,11.5,68412,49.8,67.5,50
"Wilson County, North Carolina",64.9,13.6,81801,55.7,67.5,50
"Yadkin County, North Carolina",68.8,9.2,37667,51.3,67.5,50
"Yancey County, North Carolina",67.7,15.4,17566,45.4,67.5,50
"Adams County, North Dakota",73.1,17.3,2200,23.1,65.5,37
"Barnes County, North Dakota",76.7,21.1,10853,25.1,65.5,37
"Benson County, North Dakota",61.1,11.5,5964,22.4,65.5,37
"Billings County, North Dakota",81.1,17.7,945,23.4,65.5,37
"Bottineau County, North Dakota",81,17.5,6379,22.1,65.5,37
"Bowman County, North Dakota",82.3,13.7,2993,23.5,65.5,37
"Burke County, North Dakota",79.4,15,2201,20.7,65.5,37
"Burleigh County, North Dakota",80.7,23.9,98458,22.8,65.5,37
"Cass County, North Dakota",83.5,25.2,184525,25.9,65.5,37
"Cavalier County, North Dakota",71.7,16.6,3704,23.1,65.5,37
"Dickey County, North Dakota",73.9,18.1,4999,25.6,65.5,37
"Divide County, North Dakota",76.9,12.3,2195,21.3,65.5,37
"Dunn County, North Dakota",73,14.3,4095,23.6,65.5,37
"Eddy County, North Dakota",68.2,15.5,2347,24,65.5,37
"Emmons County, North Dakota",66.4,14.2,3301,24.3,65.5,37
"Foster County, North Dakota",76.2,17.1,3397,24.4,65.5,37
"Golden Valley County, North Dakota",72.7,18.4,1736,23.2,65.5,37
"Grand Forks County, North Dakota",80.7,20.7,73170,25,65.5,37
"Grant County, North Dakota",75.3,14,2301,23,65.5,37
"Griggs County, North Dakota",74,20.4,2306,23.5,65.5,37
"Hettinger County, North Dakota",70.5,12,2489,22.6,65.5,37
"Kidder County, North Dakota",69.9,12.5,2394,23.9,65.5,37
"LaMoure County, North Dakota",75.4,18.3,4093,25.7,65.5,37
"Logan County, North Dakota",74,15,1876,24.7,65.5,37
"McHenry County, North Dakota",72.2,15.7,5345,22.7,65.5,37
"McIntosh County, North Dakota",67.5,11.6,2530,24.3,65.5,37
"McKenzie County, North Dakota",81.6,15.2,14704,23.4,65.5,37
"McLean County, North Dakota",77.3,15,9771,23.2,65.5,37
"Mercer County, North Dakota",78.1,14.9,8350,23.6,65.5,37
"Morton County, North Dakota",82.5,17.8,33291,23.1,65.5,37
"Mountrail County, North Dakota",72.3,14.4,9809,22.4,65.5,37
"Nelson County, North Dakota",74.5,19.1,3015,23.4,65.5,37
"Oliver County, North Dakota",72.5,14.3,1877,23.1,65.5,37
"Pembina County, North Dakota",68.3,15.9,6844,25.3,65.5,37
"Pierce County, North Dakota",74,20.5,3990,21.6,65.5,37
"Ramsey County, North Dakota",71.9,17.8,11605,23.4,65.5,37
"Ransom County, North Dakota",75.8,13.4,5703,26.9,65.5,37
"Renville County, North Dakota",84.1,16,2282,22.2,65.5,37
"Richland County, North Dakota",78.4,14.1,16529,28,65.5,37
"Rolette County, North Dakota",57.1,12.9,12187,21.2,65.5,37
"Sargent County, North Dakota",74.2,13.8,3862,26.7,65.5,37
"Sheridan County, North Dakota",69.6,12,1265,22.2,65.5,37
"Sioux County, North Dakota",56.8,8.7,3898,24.5,65.5,37
"Slope County, North Dakota",77.1,21.2,706,23.4,65.5,37
"Stark County, North Dakota",72.7,14.7,33646,22.8,65.5,37
"Steele County, North Dakota",74.8,20.3,1798,23.5,65.5,37
"Stutsman County, North Dakota",73.8,16.1,21593,24.9,65.5,37
"Towner County, North Dakota",66,10.6,2162,22.1,65.5,37
"Traill County, North Dakota",74.1,20.7,7997,24.7,65.5,37
"Walsh County, North Dakota",65.8,12.4,10563,24.9,65.5,37
"Ward County, North Dakota",79.6,18.1,69919,23,65.5,37
"Wells County, North Dakota",75.9,16.2,3982,23.1,65.5,37
"Williams County, North Dakota",76.8,14.3,40950,22.3,65.5,37
"Adams County, Ohio",62.9,10.6,27698,45.2,68.5,106
"Allen County, Ohio",72.4,12.6,102351,44.4,68.5,106
"Ashland County, Ohio",72.7,14.7,53484,42.8,68.5,106
"Ashtabula County, Ohio",68.6,10.5,97241,43.4,68.5,106
"Athens County, Ohio",75.2,18.1,65327,45.2,68.5,106
"Auglaize County, Ohio",78.9,13.1,45656,44.1,68.5,106
"Belmont County, Ohio",67.7,12,67006,44,68.5,106
"Brown County, Ohio",68.5,10,43432,44.6,68.5,106
"Butler County, Ohio",80.3,20,383134,44.1,68.5,106
"Carroll County, Ohio",66.8,9.6,26914,43.6,68.5,106
"Champaign County, Ohio",74,11,38885,43.6,68.5,106
"Clark County, Ohio",73.3,12.9,134585,44.6,68.5,106
"Clermont County, Ohio",80.7,19.9,206428,44.9,68.5,106
"Clinton County, Ohio",71.1,13.5,41968,44.4,68.5,106
"Columbiana County, Ohio",67.6,10.5,101883,42.6,68.5,106
"Coshocton County, Ohio",64.3,10.3,36600,43.8,68.5,106
"Crawford County, Ohio",70.6,10.9,41494,43.3,68.5,106
"Cuyahoga County, Ohio",73.2,23.7,1235072,44.8,68.5,106
"Darke County, Ohio",72.5,10.6,51113,42.8,68.5,106
"Defiance County, Ohio",75.7,12.6,38087,43,68.5,106
"Delaware County, Ohio",91.3,35.8,209177,43.4,68.5,106
"Erie County, Ohio",76.4,17.9,74266,43.2,68.5,106
"Fairfield County, Ohio",79.4,19.5,157574,44,68.5,106
"Fayette County, Ohio",67,10.5,28525,44.3,68.5,106
"Franklin County, Ohio",80.2,26.8,1316756,44.2,68.5,106
"Fulton County, Ohio",77.3,11.7,42126,42.6,68.5,106
"Gallia County, Ohio",64.2,12,29898,45,68.5,106
"Geauga County, Ohio",78.7,26,93649,42.8,68.5,106
"Greene County, Ohio",83.1,26.6,168937,45.1,68.5,106
"Guernsey County, Ohio",65.2,10.6,38875,44.5,68.5,106
"Hamilton County, Ohio",76.4,26.3,817473,44.9,68.5,106
"Hancock County, Ohio",79.8,19,75783,44.6,68.5,106
"Hardin County, Ohio",71.5,9.8,31365,44.3,68.5,106
"Harrison County, Ohio",64.4,9,15040,43.8,68.5,106
"Henry County, Ohio",75.5,12.2,27006,43.3,68.5,106
"Highland County, Ohio",63.3,9.4,43161,44.1,68.5,106
"Hocking County, Ohio",71.2,9.8,28264,44.3,68.5,106
"Holmes County, Ohio",52.7,6.1,43960,43.2,68.5,106
"Huron County, Ohio",74.6,10,58266,42.8,68.5,106
"Jackson County, Ohio",62.5,10.2,32413,45.2,68.5,106
"Jefferson County, Ohio",67.7,12.6,65325,43.8,68.5,106
"Knox County, Ohio",75.8,14.7,62322,42.5,68.5,106
"Lake County, Ohio",80.9,20.4,230149,44.2,68.5,106
"Lawrence County, Ohio",65.4,11.2,59463,46.6,68.5,106
"Licking County, Ohio",81.5,18.5,176862,43.3,68.5,106
"Logan County, Ohio",76.3,11.7,45672,43,68.5,106
"Lorain County, Ohio",78.6,17.5,309833,43.6,68.5,106
"Lucas County, Ohio",72.1,18.2,428348,44,68.5,106
"Madison County, Ohio",76.4,12.9,44731,44.2,68.5,106
"Mahoning County, Ohio",70.8,17.6,228683,42.8,68.5,106
"Marion County, Ohio",72.4,9.2,65093,43.7,68.5,106
"Medina County, Ohio",85.9,23.7,179746,43.8,68.5,106
"Meigs County, Ohio",61.1,8.6,22907,44.9,68.5,106
"Mercer County, Ohio",78.8,12.8,41172,43.6,68.5,106
"Miami County, Ohio",78.5,15.6,106987,44.6,68.5,106
"Monroe County, Ohio",58.5,8.9,13654,44.4,68.5,106
"Montgomery County, Ohio",74.3,19.5,531687,44.8,68.5,106
"Morgan County, Ohio",61.9,7.5,14508,44.8,68.5,106
"Morrow County, Ohio",75.7,10.2,35328,42.4,68.5,106
"Muskingum County, Ohio",69,11.9,86215,44.5,68.5,106
"Noble County, Ohio",64,8.4,14424,44.7,68.5,106
"Ottawa County, Ohio",76.2,18,40525,44,68.5,106
"Paulding County, Ohio",70.7,11.1,18672,43.4,68.5,106
"Perry County, Ohio",65.4,9,36134,44.1,68.5,106
"Pickaway County, Ohio",73.9,12.9,58457,44.6,68.5,106
"Pike County, Ohio",62.2,9.9,27772,45.2,68.5,106
"Portage County, Ohio",79.6,19.5,162466,43.8,68.5,106
"Preble County, Ohio",76.9,12.9,40882,42.4,68.5,106
"Putnam County, Ohio",77.1,15.5,33861,44.1,68.5,106
"Richland County, Ohio",71.2,12.4,121154,42.5,68.5,106
"Ross County, Ohio",71.5,11.5,76666,44.9,68.5,106
"Sandusky County, Ohio",72.5,11.6,58518,43.9,68.5,106
"Scioto County, Ohio",65.6,10.9,75314,45.8,68.5,106
"Seneca County, Ohio",73.2,11.7,55178,44,68.5,106
"Shelby County, Ohio",76.1,12.9,48590,44,68.5,106
"Stark County, Ohio",74.2,16.5,370606,44.3,68.5,106
"Summit County, Ohio",76.4,23.1,541013,44.9,68.5,106
"Trumbull County, Ohio",69,13.8,197974,43.1,68.5,106
"Tuscarawas County, Ohio",68.9,12.4,91987,44,68.5,106
"Union County, Ohio",84.4,23.6,58988,43.5,68.5,106
"Van Wert County, Ohio",73.4,11.8,28275,43.6,68.5,106
"Vinton County, Ohio",61.3,9,13085,44.8,68.5,106
"Warren County, Ohio",87,29.3,234602,45.1,68.5,106
"Washington County, Ohio",70.6,13.5,59911,45.8,68.5,106
"Wayne County, Ohio",74.1,14.9,115710,43.4,68.5,106
"Williams County, Ohio",74.1,10.5,36692,42.2,68.5,106
"Wood County, Ohio",82.3,21.3,130817,43.9,68.5,106
"Wyandot County, Ohio",73.7,13.6,21772,44.7,68.5,106
"Adair County, Oklahoma",48.2,7.9,19495,48.4,63.5,48
"Alfalfa County, Oklahoma",73,16.9,5699,45.6,63.5,48
"Atoka County, Oklahoma",54.7,11.2,14143,50.5,63.5,48
"Beaver County, Oklahoma",69.4,16.3,5049,42.6,63.5,48
"Beckham County, Oklahoma",64.3,10.8,22410,44.7,63.5,48
"Blaine County, Oklahoma",57.4,15.5,8735,46.1,63.5,48
"Bryan County, Oklahoma",65.6,15.6,46067,51.7,63.5,48
"Caddo County, Oklahoma",58.1,11.1,26945,46.4,63.5,48
"Canadian County, Oklahoma",81.3,17.7,154405,46.6,63.5,48
"Carter County, Oklahoma",61,13.7,48003,48.9,63.5,48
"Cherokee County, Oklahoma",64.4,18,47078,49,63.5,48
"Choctaw County, Oklahoma",51.6,9.6,14204,51.7,63.5,48
"Cimarron County, Oklahoma",51.8,17.9,2296,39.5,63.5,48
"Cleveland County, Oklahoma",83.6,20.9,295528,47.3,63.5,48
"Coal County, Oklahoma",54.4,12.3,5266,49.4,63.5,48
"Comanche County, Oklahoma",73.5,14.8,121125,48.3,63.5,48
"Cotton County, Oklahoma",62.8,10.9,5527,49.9,63.5,48
"Craig County, Oklahoma",61.3,10.2,14107,46.9,63.5,48
"Creek County, Oklahoma",67.4,10.9,71754,48,63.5,48
"Custer County, Oklahoma",72.5,16,28513,44.2,63.5,48
"Delaware County, Oklahoma",67.3,13.9,40397,48,63.5,48
"Dewey County, Oklahoma",63.1,14.9,4484,44.9,63.5,48
"Ellis County, Oklahoma",68.6,15,3749,43.7,63.5,48
"Garfield County, Oklahoma",69.9,15.1,62846,46.8,63.5,48
"Garvin County, Oklahoma",61.6,11.5,25656,47.8,63.5,48
"Grady County, Oklahoma",70.5,14.7,54795,47.4,63.5,48
"Grant County, Oklahoma",68.7,15.9,4169,45.9,63.5,48
"Greer County, Oklahoma",60,9.2,5491,46.3,63.5,48
"Harmon County, Oklahoma",56.6,13.4,2488,47.4,63.5,48
"Harper County, Oklahoma",69.1,15.3,3272,43.6,63.5,48
"Haskell County, Oklahoma",59,11.7,11561,50,63.5,48
"Hughes County, Oklahoma",54.5,10,13367,48.5,63.5,48
"Jackson County, Oklahoma",71.4,14.4,24785,48.2,63.5,48
"Jefferson County, Oklahoma",54.7,12,5337,49.7,63.5,48
"Johnston County, Oklahoma",53.9,16.4,10272,49.5,63.5,48
"Kay County, Oklahoma",67.6,13,43700,46.3,63.5,48
"Kingfisher County, Oklahoma",65.2,15.6,15184,47,63.5,48
"Kiowa County, Oklahoma",59.7,13.1,8509,46.5,63.5,48
"Latimer County, Oklahoma",57.6,11.4,9444,49.4,63.5,48
"Le Flore County, Oklahoma",59.4,11,48129,49.7,63.5,48
"Lincoln County, Oklahoma",62.1,10.5,33458,48,63.5,48
"Logan County, Oklahoma",75.4,18.6,49555,47.4,63.5,48
"Love County, Oklahoma",60.7,8.9,10146,50.2,63.5,48
"McClain County, Oklahoma",76.9,16.3,41662,47.4,63.5,48
"McCurtain County, Oklahoma",58.9,10.2,30814,51.2,63.5,48
"McIntosh County, Oklahoma",56.7,10,18941,49.6,63.5,48
"Major County, Oklahoma",70.5,13.3,7782,46.2,63.5,48
"Marshall County, Oklahoma",59.7,11.4,15312,50.6,63.5,48
"Mayes County, Oklahoma",65.1,10.5,39046,48.2,63.5,48
"Murray County, Oklahoma",62.9,12.9,13904,48.3,63.5,48
